839
906,947,8,2
921,952,5,7
912,945,8,3
906,926,4,2
931,959,4,6
908,933,2,3
902,956,4,1
917,934,10,8
934,944,9,7
900,919,5,1
907,937,8,2
932,953,7,10
911,939,4,9
904,948,1,6
904,917,10,7
931,958,3,1
911,932,6,9
925,941,6,10
907,945,5,2
902,941,3,10
901,958,2,9
912,939,2,3
911,918,4,1
912,939,8,1
913,939,2,7
927,954,7,4
901,955,3,5
930,954,6,4
903,929,6,10
927,954,10,6
947,959,2,8
902,922,9,8
915,932,7,1
923,953,1,6
916,945,9,4
915,927,6,5
925,953,1,4
903,941,8,1
912,941,3,6
904,936,4,9
909,949,7,10
924,951,8,9
946,951,10,6
933,948,6,2
908,959,10,2
905,933,4,1
900,932,1,7
908,943,2,10
920,951,6,8
943,955,8,5
931,941,8,7
903,927,2,4
931,950,4,5
919,940,2,8
916,938,1,3
919,930,8,5
919,944,8,6
901,934,9,2
902,928,5,8
906,956,1,6
906,943,1,2
907,936,6,8
932,955,4,8
911,929,4,10
909,943,2,7
911,920,9,8
912,957,4,6
904,950,1,8
904,932,5,1
938,951,8,9
920,955,2,6
907,913,5,1
924,949,9,4
911,939,6,10
907,954,3,4
901,932,8,1
905,948,4,2
903,946,3,9
901,920,7,1
909,943,4,1
911,952,10,3
907,917,5,7
915,951,4,3
914,930,3,9
913,928,8,2
933,950,9,7
926,959,2,4
900,927,4,1
936,954,7,4
915,927,8,5
907,940,3,4
914,952,5,9
902,944,4,10
904,944,9,8
908,924,7,2
903,925,10,6
923,944,5,4
919,944,5,8
911,946,5,6
918,950,5,1
926,951,4,9
941,952,1,2
938,947,4,1
943,959,9,10
912,948,3,1
919,958,3,4
947,956,1,5
907,933,5,4
908,958,3,10
915,958,9,3
915,939,2,3
923,952,8,4
902,943,1,5
900,932,2,5
901,942,9,3
942,959,2,3
938,951,2,10
914,939,5,3
917,949,7,6
905,951,10,1
921,946,10,7
920,939,5,1
912,950,8,6
919,951,9,4
901,957,3,10
915,937,3,9
905,948,7,1
935,954,6,3
913,943,1,4
948,959,8,5
903,936,3,2
910,948,7,4
942,959,2,1
941,955,8,5
914,931,7,3
919,936,6,4
906,931,10,7
928,943,10,5
926,957,4,2
911,944,10,2
905,923,7,6
903,938,4,3
926,955,3,2
916,946,7,9
932,956,7,9
926,946,10,3
901,918,8,5
922,954,3,6
929,956,9,7
900,928,5,3
901,948,3,2
905,943,7,4
936,959,6,4
922,945,5,1
925,958,10,9
904,942,6,9
928,954,10,5
924,954,6,4
917,954,3,1
915,941,1,3
918,943,10,4
917,955,5,8
907,958,9,6
931,953,10,6
907,947,3,1
928,957,4,6
904,944,6,2
905,940,5,2
926,949,4,9
906,925,9,8
923,941,4,6
910,943,10,8
914,934,6,2
912,955,2,7
921,948,3,7
932,944,5,10
930,956,5,2
917,939,8,2
930,953,6,2
922,950,1,8
923,944,8,4
905,940,7,8
901,959,4,2
920,959,5,8
905,939,6,5
914,942,6,4
947,958,5,6
919,936,9,10
914,944,4,9
933,954,3,7
923,946,5,6
901,912,8,10
904,935,1,8
916,947,2,5
900,925,9,2
935,950,6,10
925,951,10,4
901,921,10,7
908,955,3,1
906,936,9,6
919,941,9,6
901,923,2,5
913,959,10,8
900,927,6,4
932,939,5,1
906,949,3,10
915,939,5,7
948,959,4,1
910,954,6,3
916,936,3,5
920,933,5,6
921,959,3,8
929,955,3,1
913,931,1,8
916,956,3,8
906,949,4,2
919,944,4,5
902,924,5,4
907,946,2,7
931,954,6,2
921,957,10,4
933,954,8,2
931,953,6,3
924,937,9,8
908,942,7,6
935,943,5,7
915,929,8,7
910,946,5,7
901,941,10,5
916,936,1,2
910,924,8,6
902,945,7,6
918,957,1,10
911,934,6,2
902,939,6,9
920,941,7,5
915,956,8,10
914,931,6,4
912,935,6,10
928,956,1,5
902,946,2,3
939,956,6,8
905,945,4,7
903,927,3,7
908,941,1,8
906,921,6,10
907,933,10,7
916,924,8,10
918,943,8,1
906,930,7,6
908,954,10,3
922,936,3,7
903,958,8,2
915,936,10,4
901,948,9,10
910,947,8,1
910,932,3,6
915,947,3,1
912,947,9,3
901,949,3,2
906,916,8,7
